id,title,description,creationDate,startDate,dueDate,completedDate,estimationTime,status,priority,progress,itemtags,assignedUserIds,projectId,totalTimeSpent
4337,Migrate data,Transfer data from legacy system,2025-02-13,2025-02-17,2025-02-27,,407,IN_PROGRESS,MEDIUM,63.7,database,"user39, user35",75,181
4338,Configure Docker,Containerize the application,2025-02-21,2025-02-21,2025-03-02,,1492,IN_PROGRESS,MEDIUM,87.4,devops,"user37, user27",20,745
4339,Migrate data,Transfer data from legacy system,2025-01-24,2025-01-29,2025-02-08,,187,TO_DO,MEDIUM,0.0,database,"user22, user13, user45",61,0
4340,Optimize DB queries,Improve performance of complex joins,2025-03-23,2025-03-28,2025-04-11,,1923,TO_DO,LOW,0.0,backend,"user15, user24, user7",1,0
4341,Implement JWT auth,Add token-based authentication,2025-02-08,2025-02-09,2025-02-25,,471,TO_DO,MEDIUM,0.0,security,"user23, user5, user50",57,0
4342,Write unit tests,Cover business logic with JUnit,2025-01-31,2025-02-04,2025-02-10,2025-02-09,479,DONE,LOW,100.0,testing,user26,11,505
4343,Optimize DB queries,Improve performance of complex joins,2025-01-07,2025-01-11,2025-01-29,,1651,TO_DO,LOW,0.0,backend,user18,79,0
4344,Design schema,Create relational schema for new feature,2025-01-17,2025-01-20,2025-01-30,,218,IN_PROGRESS,MEDIUM,72.5,database,"user42, user28",39,122
4345,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-04-30,2025-05-05,2025-05-25,,748,IN_PROGRESS,MEDIUM,83.3,devops,"user13, user29, user45",72,312
4346,Fix login bug,Resolve null pointer in login logic,2025-01-21,2025-01-23,2025-01-31,2025-01-30,273,DONE,HIGH,100.0,bug,"user22, user3, user23",74,271
4347,Apply security patch,Update libraries for vulnerability,2024-12-24,2024-12-24,2025-01-04,,412,TO_DO,HIGH,0.0,security,"user15, user27",43,0
4348,Design schema,Create relational schema for new feature,2024-12-23,2024-12-24,2025-01-01,,435,IN_PROGRESS,HIGH,10.4,database,"user8, user10",46,324
4349,Migrate data,Transfer data from legacy system,2024-12-14,2024-12-19,2024-12-24,2024-12-23,138,DONE,CRITICAL,100.0,database,"user9, user32, user48",38,116
4350,Implement JWT auth,Add token-based authentication,2025-01-28,2025-01-28,2025-02-02,,158,IN_PROGRESS,LOW,84.4,security,"user46, user25, user17",41,63
4351,Document API,Write OpenAPI docs for endpoints,2025-02-07,2025-02-12,2025-02-19,,121,IN_PROGRESS,HIGH,17.8,api,"user36, user5, user27",84,40
4352,Implement API endpoint,Develop REST endpoint for user service,2024-11-21,2024-11-24,2024-12-02,,1400,IN_PROGRESS,MEDIUM,56.6,backend,user10,15,781
4353,Setup integration tests,Test service interactions end-to-end,2024-11-12,2024-11-13,2024-11-21,,369,TO_DO,LOW,0.0,testing,user47,43,0
4354,Add rate limiting,Protect endpoints with request limits,2025-04-12,2025-04-15,2025-04-22,,369,TO_DO,MEDIUM,0.0,api,"user30, user22, user31",81,0
4355,Apply security patch,Update libraries for vulnerability,2024-12-03,2024-12-04,2024-12-18,2024-12-18,258,DONE,MEDIUM,100.0,security,"user18, user42",74,256
4356,Configure Docker,Containerize the application,2024-11-20,2024-11-23,2024-12-04,,1476,TO_DO,HIGH,0.0,devops,"user12, user43",85,0
4357,Implement JWT auth,Add token-based authentication,2024-11-21,2024-11-23,2024-12-12,,315,IN_PROGRESS,HIGH,59.9,security,"user27, user34",9,165
4358,Optimize DB queries,Improve performance of complex joins,2024-11-21,2024-11-22,2024-12-04,,1970,TO_DO,HIGH,0.0,backend,"user32, user5",52,0
4359,Migrate data,Transfer data from legacy system,2024-12-31,2025-01-04,2025-01-21,,295,IN_PROGRESS,MEDIUM,38.3,database,"user39, user8, user2",79,112
4360,Implement React component,Create responsive component with hooks,2024-12-21,2024-12-26,2025-01-06,,441,TO_DO,LOW,0.0,frontend,user29,43,0
4361,Setup integration tests,Test service interactions end-to-end,2025-01-18,2025-01-22,2025-01-31,,377,IN_PROGRESS,CRITICAL,29.3,testing,"user21, user36, user20",18,128
4362,Urgent hotfix,Patch production bug under SLA,2025-01-14,2025-01-15,2025-01-20,,1628,TO_DO,LOW,0.0,urgent,user48,46,0
4363,Debug memory leak,Track and fix memory usage issue,2025-03-04,2025-03-06,2025-03-20,,177,TO_DO,HIGH,0.0,bug,user13,29,0
4364,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-01-10,2025-01-14,2025-01-26,,297,IN_PROGRESS,MEDIUM,64.5,frontend,"user31, user22",31,231
4365,Write unit tests,Cover business logic with JUnit,2024-12-07,2024-12-07,2024-12-13,,226,TO_DO,MEDIUM,0.0,testing,"user39, user12, user41",49,0
4366,Setup integration tests,Test service interactions end-to-end,2025-03-31,2025-04-05,2025-04-21,,347,BLOCKED,HIGH,8.8,testing,user49,3,0
4367,Document API,Write OpenAPI docs for endpoints,2024-11-18,2024-11-21,2024-11-30,,68,TO_DO,MEDIUM,0.0,api,"user22, user19, user34",36,0
4368,Migrate data,Transfer data from legacy system,2025-01-14,2025-01-18,2025-01-30,,186,TO_DO,MEDIUM,0.0,database,"user43, user49",61,0
4369,Write unit tests,Cover business logic with JUnit,2025-04-11,2025-04-11,2025-04-30,2025-04-29,272,DONE,MEDIUM,100.0,testing,user25,24,254
4370,Fix login bug,Resolve null pointer in login logic,2025-03-11,2025-03-16,2025-04-03,2025-04-01,363,DONE,LOW,100.0,bug,"user5, user39",22,317
4371,Implement JWT auth,Add token-based authentication,2025-02-17,2025-02-19,2025-02-23,,208,IN_PROGRESS,LOW,44.4,security,"user36, user26",93,96
4372,Implement React component,Create responsive component with hooks,2024-11-19,2024-11-19,2024-12-03,2024-11-30,436,DONE,MEDIUM,100.0,frontend,"user36, user13",47,368
4373,Urgent hotfix,Patch production bug under SLA,2024-12-23,2024-12-24,2025-01-02,,817,TO_DO,MEDIUM,0.0,urgent,user6,16,0
4374,Configure Docker,Containerize the application,2025-04-11,2025-04-14,2025-04-19,2025-04-17,1012,DONE,LOW,100.0,devops,"user20, user3",63,889
4375,Apply security patch,Update libraries for vulnerability,2025-03-17,2025-03-17,2025-04-01,,164,BLOCKED,LOW,2.9,security,user1,73,0
4376,Debug memory leak,Track and fix memory usage issue,2025-03-31,2025-04-03,2025-04-17,,182,IN_PROGRESS,LOW,65.1,bug,"user47, user29, user34",87,118
4377,Add rate limiting,Protect endpoints with request limits,2025-02-21,2025-02-23,2025-03-07,,203,IN_PROGRESS,LOW,72.2,api,"user43, user24",84,161
4378,Implement API endpoint,Develop REST endpoint for user service,2024-12-01,2024-12-02,2024-12-07,,2797,IN_PROGRESS,MEDIUM,68.4,backend,"user10, user36",81,1915
4379,Design schema,Create relational schema for new feature,2025-04-21,2025-04-24,2025-05-02,,238,IN_PROGRESS,MEDIUM,15.5,database,"user7, user4, user36",70,168
4380,Configure Docker,Containerize the application,2025-02-18,2025-02-22,2025-03-03,,1350,IN_PROGRESS,CRITICAL,73.8,devops,"user48, user11",87,764
4381,Optimize DB queries,Improve performance of complex joins,2025-05-09,2025-05-10,2025-05-22,2025-05-19,1593,DONE,MEDIUM,100.0,backend,user35,79,1305
4382,Implement JWT auth,Add token-based authentication,2025-01-18,2025-01-20,2025-01-28,,452,IN_PROGRESS,HIGH,69.4,security,"user36, user31, user2",47,212
4383,Document API,Write OpenAPI docs for endpoints,2025-05-10,2025-05-11,2025-05-23,,188,IN_PROGRESS,LOW,35.9,api,user9,17,64
4384,Urgent hotfix,Patch production bug under SLA,2025-02-13,2025-02-16,2025-03-02,,868,TO_DO,MEDIUM,0.0,urgent,user10,76,0
4385,Implement API endpoint,Develop REST endpoint for user service,2024-12-25,2024-12-25,2024-12-29,,1092,TO_DO,CRITICAL,0.0,backend,user7,40,0
4386,Design schema,Create relational schema for new feature,2024-12-24,2024-12-29,2025-01-04,,172,CANCELLED,LOW,12.6,database,"user14, user38",83,0
4387,Setup integration tests,Test service interactions end-to-end,2024-11-22,2024-11-22,2024-12-01,,139,ARCHIVED,CRITICAL,100.0,testing,user24,89,0
4388,Optimize DB queries,Improve performance of complex joins,2025-03-28,2025-04-02,2025-04-07,,772,TO_DO,LOW,0.0,backend,"user15, user7, user49",8,0
4389,Add rate limiting,Protect endpoints with request limits,2025-04-12,2025-04-16,2025-04-29,,423,IN_PROGRESS,MEDIUM,70.9,api,"user1, user19",90,288
4390,Urgent hotfix,Patch production bug under SLA,2025-03-19,2025-03-19,2025-04-02,,2567,IN_PROGRESS,MEDIUM,73.0,urgent,"user48, user33",58,1688
4391,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-01-27,2025-01-27,2025-02-01,,2557,BLOCKED,LOW,26.0,devops,"user44, user45, user23",21,0
4392,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-02-05,2025-02-06,2025-02-21,2025-02-21,195,DONE,MEDIUM,100.0,frontend,"user21, user41, user9",93,226
4393,Implement React component,Create responsive component with hooks,2025-03-10,2025-03-12,2025-03-16,,376,TO_DO,LOW,0.0,frontend,"user10, user32, user31",55,0
4394,Implement API endpoint,Develop REST endpoint for user service,2025-01-31,2025-02-04,2025-02-20,,2674,TO_DO,CRITICAL,0.0,backend,"user19, user5",67,0
4395,Implement React component,Create responsive component with hooks,2024-11-27,2024-11-27,2024-12-11,,277,IN_PROGRESS,LOW,88.4,frontend,"user1, user13, user22",73,141
4396,Design schema,Create relational schema for new feature,2025-01-05,2025-01-09,2025-01-21,,189,IN_PROGRESS,MEDIUM,65.1,database,user1,83,118
4397,Implement JWT auth,Add token-based authentication,2024-11-12,2024-11-17,2024-12-05,,137,IN_PROGRESS,CRITICAL,85.6,security,user21,31,53
4398,Document API,Write OpenAPI docs for endpoints,2024-11-20,2024-11-20,2024-11-26,,467,IN_PROGRESS,MEDIUM,59.0,api,"user50, user13",95,281
4399,Design schema,Create relational schema for new feature,2025-05-06,2025-05-10,2025-05-28,,469,TO_DO,LOW,0.0,database,user16,14,0
4400,Configure Docker,Containerize the application,2025-04-06,2025-04-10,2025-04-19,,2291,TO_DO,MEDIUM,0.0,devops,"user6, user48, user18",52,0
4401,Write unit tests,Cover business logic with JUnit,2025-01-17,2025-01-17,2025-02-01,2025-01-31,276,DONE,HIGH,100.0,testing,"user42, user26, user16",50,234
4402,Implement API endpoint,Develop REST endpoint for user service,2025-05-03,2025-05-06,2025-05-26,,1021,IN_PROGRESS,HIGH,82.4,backend,"user50, user15, user23",96,437
4403,Setup integration tests,Test service interactions end-to-end,2025-04-28,2025-05-02,2025-05-05,,134,IN_PROGRESS,LOW,25.9,testing,user50,93,57
4404,Immediate API fix,Resolve endpoint failure immediately,2025-03-02,2025-03-06,2025-03-22,,2031,TO_DO,MEDIUM,0.0,urgent,user2,18,0
4405,Debug memory leak,Track and fix memory usage issue,2025-04-21,2025-04-23,2025-05-07,,248,IN_PROGRESS,LOW,50.6,bug,"user45, user20",68,136
4406,Implement JWT auth,Add token-based authentication,2025-04-29,2025-05-03,2025-05-11,,321,IN_PROGRESS,MEDIUM,37.4,security,user31,54,113
4407,Fix login bug,Resolve null pointer in login logic,2024-12-12,2024-12-16,2024-12-31,2024-12-29,466,DONE,HIGH,100.0,bug,"user2, user42, user41",58,535
4408,Configure Docker,Containerize the application,2025-04-25,2025-04-27,2025-05-13,,1634,TO_DO,HIGH,0.0,devops,user29,36,0
4409,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-05-09,2025-05-14,2025-06-03,2025-06-01,2725,DONE,MEDIUM,100.0,devops,user26,89,2260
4410,Configure Docker,Containerize the application,2024-12-22,2024-12-24,2025-01-02,,1211,IN_PROGRESS,MEDIUM,60.7,devops,"user28, user21",37,963
4411,Add rate limiting,Protect endpoints with request limits,2025-04-26,2025-04-27,2025-05-11,,390,TO_DO,LOW,0.0,api,"user40, user14",40,0
4412,Optimize DB queries,Improve performance of complex joins,2024-12-19,2024-12-20,2025-01-07,2025-01-05,1399,DONE,HIGH,100.0,backend,"user17, user1, user11",56,1163
4413,Immediate API fix,Resolve endpoint failure immediately,2025-05-08,2025-05-13,2025-05-29,,1536,CANCELLED,HIGH,8.6,urgent,"user40, user20",57,0
4414,Setup integration tests,Test service interactions end-to-end,2025-04-12,2025-04-16,2025-05-04,,352,TO_DO,MEDIUM,0.0,testing,"user4, user45",34,0
4415,Implement React component,Create responsive component with hooks,2025-01-13,2025-01-17,2025-01-23,2025-01-23,422,DONE,HIGH,100.0,frontend,user24,67,467
4416,Migrate data,Transfer data from legacy system,2024-11-25,2024-11-30,2024-12-10,,91,TO_DO,LOW,0.0,database,"user47, user17, user30",92,0
4417,Implement JWT auth,Add token-based authentication,2025-03-06,2025-03-08,2025-03-15,2025-03-12,251,DONE,MEDIUM,100.0,security,"user21, user35",6,256
4418,Add rate limiting,Protect endpoints with request limits,2025-02-03,2025-02-04,2025-02-20,,162,IN_PROGRESS,MEDIUM,49.9,api,user24,34,112
4419,Debug memory leak,Track and fix memory usage issue,2024-12-29,2024-12-29,2025-01-16,,129,BLOCKED,MEDIUM,23.9,bug,"user12, user30",42,0
4420,Optimize DB queries,Improve performance of complex joins,2025-03-10,2025-03-12,2025-03-15,,1682,IN_PROGRESS,MEDIUM,55.2,backend,user37,32,747
4421,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2024-11-27,2024-12-01,2024-12-05,2024-12-03,1951,DONE,MEDIUM,100.0,devops,user40,73,2039
4422,Immediate API fix,Resolve endpoint failure immediately,2025-04-21,2025-04-22,2025-05-07,2025-05-05,2632,DONE,MEDIUM,100.0,urgent,"user32, user13",17,2322
4423,Fix login bug,Resolve null pointer in login logic,2024-12-27,2024-12-28,2025-01-04,,95,TO_DO,LOW,0.0,bug,"user35, user24, user41",61,0
4424,Immediate API fix,Resolve endpoint failure immediately,2025-04-09,2025-04-11,2025-04-17,,1695,IN_PROGRESS,HIGH,49.4,urgent,"user31, user16",76,527
4425,Implement React component,Create responsive component with hooks,2025-04-20,2025-04-23,2025-04-28,,332,IN_PROGRESS,MEDIUM,33.5,frontend,user8,15,165
4426,Debug memory leak,Track and fix memory usage issue,2025-01-26,2025-01-31,2025-02-03,2025-02-02,257,DONE,HIGH,100.0,bug,"user44, user14",40,226
4427,Design schema,Create relational schema for new feature,2024-12-17,2024-12-20,2024-12-24,,277,ARCHIVED,HIGH,100.0,database,"user3, user16",23,0
4428,Setup integration tests,Test service interactions end-to-end,2025-02-03,2025-02-04,2025-02-15,,279,TO_DO,CRITICAL,0.0,testing,user15,98,0
4429,Urgent hotfix,Patch production bug under SLA,2024-12-11,2024-12-14,2024-12-25,2024-12-23,1868,DONE,CRITICAL,100.0,urgent,user39,46,1890
4430,Configure Docker,Containerize the application,2025-03-01,2025-03-04,2025-03-23,,1902,TO_DO,LOW,0.0,devops,"user4, user29",15,0
4431,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-02-12,2025-02-16,2025-02-28,2025-02-25,1149,DONE,MEDIUM,100.0,devops,"user5, user22, user6",17,1332
4432,Debug memory leak,Track and fix memory usage issue,2025-02-27,2025-03-03,2025-03-23,,126,BLOCKED,HIGH,15.8,bug,user4,43,0
4433,Write unit tests,Cover business logic with JUnit,2024-11-17,2024-11-20,2024-12-05,,452,TO_DO,MEDIUM,0.0,testing,"user24, user31, user16",78,0
4434,Add rate limiting,Protect endpoints with request limits,2024-11-13,2024-11-16,2024-12-04,,202,TO_DO,MEDIUM,0.0,api,"user25, user36, user31",63,0
4435,Implement API endpoint,Develop REST endpoint for user service,2024-12-09,2024-12-13,2025-01-02,,2494,TO_DO,HIGH,0.0,backend,"user46, user33",99,0
4436,Migrate data,Transfer data from legacy system,2025-01-16,2025-01-20,2025-02-07,,251,CANCELLED,MEDIUM,8.7,database,"user4, user10",38,0
4437,Optimize DB queries,Improve performance of complex joins,2025-02-25,2025-03-01,2025-03-10,,1186,IN_PROGRESS,MEDIUM,50.8,backend,"user11, user2, user46",67,830
4438,Document API,Write OpenAPI docs for endpoints,2024-12-18,2024-12-19,2024-12-26,,469,TO_DO,MEDIUM,0.0,api,"user9, user43",30,0
4439,Document API,Write OpenAPI docs for endpoints,2024-12-06,2024-12-06,2024-12-18,2024-12-18,190,DONE,LOW,100.0,api,"user31, user12, user14",90,162
4440,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2024-12-27,2024-12-27,2025-01-09,,2417,IN_PROGRESS,MEDIUM,57.4,devops,user32,59,1648
4441,Immediate API fix,Resolve endpoint failure immediately,2024-12-27,2024-12-30,2025-01-15,2025-01-12,1172,DONE,MEDIUM,100.0,urgent,"user38, user3, user29",92,1116
4442,Immediate API fix,Resolve endpoint failure immediately,2025-02-15,2025-02-18,2025-02-21,,951,TO_DO,LOW,0.0,urgent,"user27, user13, user9",50,0
4443,Write unit tests,Cover business logic with JUnit,2025-05-12,2025-05-14,2025-05-18,,407,IN_PROGRESS,LOW,62.3,testing,user12,8,240
4444,Implement JWT auth,Add token-based authentication,2025-04-21,2025-04-24,2025-05-13,,401,IN_PROGRESS,HIGH,64.3,security,"user13, user21",42,199
4445,Apply security patch,Update libraries for vulnerability,2024-12-28,2024-12-29,2025-01-05,,226,IN_PROGRESS,LOW,65.8,security,"user21, user39",15,137
4446,Immediate API fix,Resolve endpoint failure immediately,2025-03-12,2025-03-15,2025-03-30,,2010,TO_DO,LOW,0.0,urgent,"user45, user11",80,0
4447,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-01-27,2025-01-27,2025-02-11,,480,IN_PROGRESS,HIGH,52.2,devops,user18,78,178
4448,Debug memory leak,Track and fix memory usage issue,2024-12-17,2024-12-19,2025-01-02,,109,IN_PROGRESS,MEDIUM,85.0,bug,"user45, user28",31,81
4449,Design schema,Create relational schema for new feature,2025-01-18,2025-01-21,2025-02-06,2025-02-05,413,DONE,LOW,100.0,database,user20,97,372
4450,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2024-11-13,2024-11-18,2024-11-30,2024-11-29,1513,DONE,MEDIUM,100.0,devops,"user32, user24, user9",45,1490
4451,Debug memory leak,Track and fix memory usage issue,2024-12-17,2024-12-17,2024-12-21,,249,TO_DO,MEDIUM,0.0,bug,"user48, user47",83,0
4452,Immediate API fix,Resolve endpoint failure immediately,2025-03-28,2025-03-28,2025-04-02,2025-03-31,1513,DONE,CRITICAL,100.0,urgent,user11,9,1442
4453,Configure Docker,Containerize the application,2024-11-17,2024-11-17,2024-12-06,,753,IN_PROGRESS,LOW,63.3,devops,"user11, user3",28,566
4454,Configure Docker,Containerize the application,2025-03-19,2025-03-19,2025-04-06,,2201,TO_DO,MEDIUM,0.0,devops,user2,78,0
4455,Migrate data,Transfer data from legacy system,2025-03-26,2025-03-30,2025-04-04,,180,TO_DO,MEDIUM,0.0,database,"user32, user16",50,0
4456,Debug memory leak,Track and fix memory usage issue,2025-03-07,2025-03-08,2025-03-11,,302,ARCHIVED,CRITICAL,100.0,bug,"user38, user4, user18",40,0
4457,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2024-11-20,2024-11-22,2024-11-25,,1111,BLOCKED,HIGH,0.4,devops,user19,3,0
4458,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-01-13,2025-01-15,2025-01-29,2025-01-26,2432,DONE,MEDIUM,100.0,devops,user12,80,2780
4459,Implement JWT auth,Add token-based authentication,2025-01-01,2025-01-02,2025-01-05,,266,IN_PROGRESS,MEDIUM,28.1,security,"user8, user34",100,92
4460,Optimize DB queries,Improve performance of complex joins,2025-01-01,2025-01-04,2025-01-14,,2404,IN_PROGRESS,MEDIUM,66.3,backend,"user16, user32",92,1613
4461,Add rate limiting,Protect endpoints with request limits,2024-11-28,2024-12-02,2024-12-11,,474,TO_DO,MEDIUM,0.0,api,"user4, user28",78,0
4462,Urgent hotfix,Patch production bug under SLA,2025-04-29,2025-04-29,2025-05-04,2025-05-04,1585,DONE,LOW,100.0,urgent,"user17, user31, user20",93,1509
4463,Fix CSS layout issue,Resolve flexbox misalignment in UI,2024-12-11,2024-12-15,2025-01-02,,440,BLOCKED,LOW,26.5,frontend,"user3, user1, user19",80,0
4464,Implement API endpoint,Develop REST endpoint for user service,2025-02-22,2025-02-24,2025-03-15,,573,ARCHIVED,HIGH,100.0,backend,user29,22,0
4465,Apply security patch,Update libraries for vulnerability,2024-11-23,2024-11-27,2024-12-16,,268,IN_PROGRESS,LOW,83.8,security,"user34, user42, user10",50,90
4466,Urgent hotfix,Patch production bug under SLA,2025-03-24,2025-03-29,2025-04-07,,2564,BLOCKED,MEDIUM,27.1,urgent,user17,7,0
4467,Immediate API fix,Resolve endpoint failure immediately,2025-03-14,2025-03-14,2025-03-28,,2314,TO_DO,MEDIUM,0.0,urgent,"user34, user13",66,0
4468,Implement React component,Create responsive component with hooks,2024-11-23,2024-11-28,2024-12-08,,73,ARCHIVED,HIGH,100.0,frontend,"user8, user11",55,0
4469,Debug memory leak,Track and fix memory usage issue,2024-12-30,2025-01-03,2025-01-10,,372,IN_PROGRESS,HIGH,63.8,bug,"user12, user1",30,235
4470,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2024-12-06,2024-12-10,2024-12-23,,650,BLOCKED,HIGH,2.6,devops,"user30, user41, user11",28,0
4471,Write unit tests,Cover business logic with JUnit,2025-02-24,2025-02-25,2025-03-02,,211,IN_PROGRESS,HIGH,29.7,testing,"user43, user15",60,129
4472,Immediate API fix,Resolve endpoint failure immediately,2024-11-23,2024-11-25,2024-12-11,,1266,CANCELLED,CRITICAL,13.4,urgent,user26,75,0
4473,Document API,Write OpenAPI docs for endpoints,2025-03-09,2025-03-12,2025-03-20,2025-03-20,220,DONE,MEDIUM,100.0,api,"user38, user39, user3",21,197
4474,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-04-24,2025-04-24,2025-05-11,,161,IN_PROGRESS,LOW,23.5,frontend,"user13, user34",25,68
4475,Urgent hotfix,Patch production bug under SLA,2025-02-15,2025-02-18,2025-02-22,2025-02-20,2049,DONE,LOW,100.0,urgent,"user37, user44",84,2070
4476,Write unit tests,Cover business logic with JUnit,2024-12-22,2024-12-24,2025-01-01,2024-12-30,238,DONE,CRITICAL,100.0,testing,"user48, user40",66,265
4477,Setup integration tests,Test service interactions end-to-end,2025-01-13,2025-01-18,2025-01-28,,77,TO_DO,HIGH,0.0,testing,user33,60,0
4478,Document API,Write OpenAPI docs for endpoints,2024-12-03,2024-12-03,2024-12-16,,62,TO_DO,LOW,0.0,api,"user10, user19",28,0
4479,Debug memory leak,Track and fix memory usage issue,2025-02-17,2025-02-20,2025-03-12,2025-03-10,478,DONE,MEDIUM,100.0,bug,user22,8,543
4480,Add rate limiting,Protect endpoints with request limits,2025-02-18,2025-02-20,2025-03-04,,352,IN_PROGRESS,LOW,37.4,api,user25,54,173
4481,Add rate limiting,Protect endpoints with request limits,2025-04-15,2025-04-20,2025-05-10,,293,TO_DO,MEDIUM,0.0,api,user39,89,0
4482,Configure Docker,Containerize the application,2024-11-19,2024-11-23,2024-12-08,,913,IN_PROGRESS,LOW,29.2,devops,user12,59,274
4483,Setup integration tests,Test service interactions end-to-end,2025-03-07,2025-03-12,2025-03-24,,401,IN_PROGRESS,HIGH,81.0,testing,"user1, user13, user45",69,189
4484,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-02-20,2025-02-23,2025-03-06,,400,BLOCKED,MEDIUM,6.8,frontend,"user17, user44",86,0
4485,Fix login bug,Resolve null pointer in login logic,2025-03-11,2025-03-13,2025-03-21,,429,IN_PROGRESS,LOW,84.2,bug,"user19, user38, user25",40,225
4486,Implement React component,Create responsive component with hooks,2025-03-06,2025-03-08,2025-03-14,,203,IN_PROGRESS,MEDIUM,72.7,frontend,"user28, user42, user41",82,145
4487,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-04-11,2025-04-12,2025-04-23,,187,IN_PROGRESS,LOW,29.0,frontend,"user11, user50, user2",84,88
4488,Migrate data,Transfer data from legacy system,2025-01-17,2025-01-17,2025-01-22,,226,TO_DO,MEDIUM,0.0,database,"user19, user25",46,0
4489,Optimize DB queries,Improve performance of complex joins,2024-12-23,2024-12-23,2025-01-12,,740,IN_PROGRESS,LOW,79.8,backend,user35,94,427
4490,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-02-09,2025-02-13,2025-02-23,2025-02-22,305,DONE,LOW,100.0,frontend,user3,8,273
4491,Write unit tests,Cover business logic with JUnit,2025-04-08,2025-04-09,2025-04-23,2025-04-22,207,DONE,MEDIUM,100.0,testing,"user37, user1",68,194
4492,Setup integration tests,Test service interactions end-to-end,2025-02-09,2025-02-09,2025-02-20,2025-02-18,306,DONE,HIGH,100.0,testing,"user16, user34",43,315
4493,Fix login bug,Resolve null pointer in login logic,2025-03-14,2025-03-16,2025-03-21,,202,IN_PROGRESS,MEDIUM,32.0,bug,"user26, user40",39,132
4494,Setup integration tests,Test service interactions end-to-end,2025-02-25,2025-03-01,2025-03-13,2025-03-13,305,DONE,MEDIUM,100.0,testing,"user20, user17",23,278
4495,Setup CI/CD pipeline,Integrate Jenkins pipeline for deployment,2025-04-27,2025-04-27,2025-05-15,,2435,BLOCKED,MEDIUM,2.3,devops,"user5, user46, user50",89,0
4496,Apply security patch,Update libraries for vulnerability,2025-04-01,2025-04-02,2025-04-10,,390,BLOCKED,HIGH,0.8,security,"user43, user33",12,0
4497,Write unit tests,Cover business logic with JUnit,2025-03-14,2025-03-14,2025-03-17,,433,IN_PROGRESS,HIGH,42.0,testing,"user9, user32, user35",43,266
4498,Document API,Write OpenAPI docs for endpoints,2025-04-23,2025-04-25,2025-05-12,,260,IN_PROGRESS,LOW,77.2,api,"user41, user27, user40",82,137
4499,Implement JWT auth,Add token-based authentication,2025-02-08,2025-02-09,2025-03-01,,348,IN_PROGRESS,LOW,68.3,security,user35,45,234
4500,Apply security patch,Update libraries for vulnerability,2025-04-13,2025-04-16,2025-04-30,2025-04-29,458,DONE,MEDIUM,100.0,security,user3,53,535
4501,Implement JWT auth,Add token-based authentication,2025-04-09,2025-04-14,2025-04-19,,120,TO_DO,HIGH,0.0,security,"user21, user41",65,0
4502,Add rate limiting,Protect endpoints with request limits,2025-05-03,2025-05-07,2025-05-26,,366,TO_DO,HIGH,0.0,api,user28,9,0
4503,Debug memory leak,Track and fix memory usage issue,2025-03-30,2025-03-30,2025-04-04,,302,TO_DO,HIGH,0.0,bug,"user6, user34, user4",53,0
4504,Implement API endpoint,Develop REST endpoint for user service,2025-04-04,2025-04-08,2025-04-24,,1769,TO_DO,LOW,0.0,backend,"user8, user6",99,0
4505,Setup integration tests,Test service interactions end-to-end,2025-01-23,2025-01-27,2025-02-04,,105,CANCELLED,CRITICAL,13.4,testing,"user49, user2, user46",20,0
4506,Document API,Write OpenAPI docs for endpoints,2025-03-16,2025-03-19,2025-03-28,,240,TO_DO,CRITICAL,0.0,api,user41,88,0
4507,Debug memory leak,Track and fix memory usage issue,2025-02-25,2025-02-28,2025-03-14,,247,TO_DO,LOW,0.0,bug,"user31, user6, user7",3,0
4508,Document API,Write OpenAPI docs for endpoints,2024-11-28,2024-12-01,2024-12-17,,254,IN_PROGRESS,CRITICAL,76.8,api,"user45, user36, user18",44,124
4509,Document API,Write OpenAPI docs for endpoints,2025-01-18,2025-01-22,2025-02-01,2025-02-01,331,DONE,HIGH,100.0,api,"user39, user4, user26",97,276
4510,Write unit tests,Cover business logic with JUnit,2025-03-14,2025-03-14,2025-03-27,2025-03-27,336,DONE,LOW,100.0,testing,user6,44,305
4511,Fix CSS layout issue,Resolve flexbox misalignment in UI,2025-02-20,2025-02-23,2025-03-08,2025-03-07,454,DONE,MEDIUM,100.0,frontend,"user27, user49, user7",85,508
