id,title,description,creationDate,lastModifiedDate,startDate,dueDate,completedDate,estimationTime,status,priority,progress,updatedBy,createdBy,projectId,userStory,totalTimeSpent,assignedUserIds,tags,dependencies
383,Refactor authentication module,Refactor authentication module. None production defense your above. Congress turn east marriage behind forget expect. Hour opportunity week student.,2025-04-19,2025-04-22,2025-04-23,2025-04-26,,135,IN_PROGRESS,MEDIUM,62.63,92332863-015e-4762-bae4-3faf0f8d1d73,08758113-8b8c-446a-b502-1397c58c40ac,1075,2008,91,0e17ca64-98b5-483b-815e-04f7b15de648,frontend,
384,Update UI component,Update UI component. Least remain look pick.,2025-02-20,2025-02-23,2025-02-24,2025-03-02,,102,TODO,HIGH,80.34,facbb2c0-d576-421e-812a-545e4f5e62bf,92afa066-6a77-428b-a238-ca559ff76d95,1015,2087,0,"8e6f002f-3970-456b-acaf-7626dd1fee51,4fdc9634-bca5-4004-9990-cf1cb4b6b7a6,b43b7873-c559-4c0c-a656-a2d7b6b3d8bd","ux,devops,security",
385,Refactor database model,Refactor database model. Forget analysis performance. Foot rule same whatever notice deep any. Follow area audience weight high. Effort drive side human after decade.,2025-03-04,2025-03-05,2025-03-05,2025-03-20,,117,TODO,CRITICAL,11.95,051b73b0-db22-45e4-80f6-128bd3050e71,02eac8de-b4b3-4a86-b4ab-b985305838b7,1031,2074,0,"f385e9cf-3a04-4548-a7a3-da13c5007c25,fe5ffd7f-e76e-4737-ab51-d10cca7abba4",devops,"87,357"
386,Refactor authentication module,Refactor authentication module. Positive west child fear song. Tough page grow benefit happen. Majority those live none institution.,2025-03-15,2025-03-18,2025-03-20,2025-04-01,,239,BLOCKED,CRITICAL,7.99,9716ffce-7d06-4bcd-92eb-15b01618572b,2aa2aa9a-73d5-4c15-9908-e88ca3397caf,1088,2016,12,,devops,
387,Update user service,Update user service. Pass its international American game less. Positive require us money positive. Fact join trade local.,2025-04-20,2025-04-20,2025-04-24,2025-05-04,,151,BLOCKED,HIGH,68.48,bd5dab06-387b-4dbb-8e7b-10f494144b21,28ec8297-18b4-477b-861d-cdc4cf097c84,1044,2053,21,"21dd53b5-edf4-4f94-bcf3-648a5b9adefd,cf6c3ab5-e758-48d4-b0d5-e1aeccb5dac6,73f91bed-3b1f-4166-a406-ed00821c6168",ux,
388,Improve logging mechanism,Improve logging mechanism. Success mission far answer baby. Message member including.,2025-02-20,2025-02-21,2025-02-20,2025-03-03,,189,TODO,HIGH,21.71,6e9e7bf0-1e24-4ca5-8fab-1e6943d65fd6,2c174071-ac65-4310-90d5-d044700df795,1006,2024,0,"508d21ca-2321-4250-9dd7-859651417ade,0b9e89ed-e514-40d5-8427-02976e5aa796,ea43507a-a4fa-47f2-9fe8-0f8e4750ffe8",devops,
389,Refactor authentication module,Refactor authentication module. Green one shoulder administration scientist. Conference consider hotel bar theory fear onto. Serious last space game truth special decision.,2025-03-23,2025-03-26,2025-03-26,2025-04-05,,94,IN_PROGRESS,LOW,63.84,7709c3a3-4078-4b5f-8534-7acf8a3918fb,76bc4b42-5f9b-4169-aca0-bb337dd2e1a9,1013,2094,57,"3f7c4d12-949e-480a-bf4f-f39aabac2a53,4b9c3f41-89ae-4064-b629-7d799f0caddf",ux,
390,Implement security layer,Implement security layer. The blood move accept bring. Pretty least if price. Rise field spend pattern real white push source. By add born administration.,2025-02-13,2025-02-15,2025-02-13,2025-02-23,,120,ARCHIVED,MEDIUM,71.42,268630d1-6b9f-4bd3-a3be-658ee928e2d3,6d056c1e-7ad3-4355-8486-7194827e1d96,1099,2014,87,00c8dd3e-5585-43c6-af3e-254950ec5328,"cloud,frontend",
391,Update security layer,Update security layer. Loss certain drop success teach.,2025-02-24,2025-02-27,2025-02-27,2025-03-05,,125,BLOCKED,MEDIUM,57.92,48eca3e1-ec58-436c-9837-cf3fcfba2b56,83c53aea-6378-405b-9cc2-2a1223c60cbb,1049,2047,7,990ff742-3c32-4d9d-a5cc-670e218428db,performance,
392,Update database model,Update database model. Feeling leg listen against. Total school knowledge machine.,2025-03-30,2025-03-31,2025-04-04,2025-04-12,2025-04-04,64,COMPLETED,LOW,100.0,7a3ef5a7-4080-4188-89a5-c3aa31010a6c,579e72b5-5138-462d-8d83-8e63b2da6175,1059,2058,52,"a0fb0dea-563b-464f-bbc4-6ef4b11e1ac6,d5a97807-aee0-4ebb-a192-23a8ca465671","devops,security",
393,Refactor backend service,Refactor backend service. Drug far stop hot free bill summer it. Support say other never fact maintain. Message right very toward test discussion art.,2025-02-07,2025-02-08,2025-02-09,2025-02-21,,261,IN_PROGRESS,CRITICAL,84.65,7a2d3cec-ef65-4d22-8e99-c0f3fab82f26,472bd9ce-87f3-4362-931e-2faedd105e92,1059,2035,202,"531326eb-cc45-4972-8751-aa4008aeb2fb,b415e3f4-effa-4200-808a-f7bc8f52442e",kubernetes,
394,Design backend service,Design backend service. Firm as throughout individual list manager voice. Large job claim risk light just. Detail training fund own successful prevent capital.,2025-02-07,2025-02-07,2025-02-08,2025-02-14,2025-02-08,139,COMPLETED,CRITICAL,100.0,e3830843-8393-4086-88e5-419adccd28d0,8b86b45a-6e5a-473d-8bd6-4a28934224ce,1005,2005,160,bcb53880-361d-4c8b-8d24-087bab7597e8,"kubernetes,ux",
395,Implement email system,Implement email system. Strategy pull same somebody son suddenly. Debate real beat lot community choose man soldier. Field decide another adult thing ground city.,2025-03-06,2025-03-07,2025-03-10,2025-03-19,,223,BLOCKED,LOW,23.81,a8e28629-ce98-40d1-953d-dd2548696934,e436c124-42b5-4fec-a42f-e3cca21137d0,1002,2061,24,,"api,devops,performance","209,112,68"
396,Integrate email system,Integrate email system. Southern front box. Building difference election future great. Show news to.,2025-04-27,2025-04-30,2025-05-02,2025-05-14,,104,TODO,LOW,86.55,9a184901-bed6-4f0c-abb3-a65d3063054e,ed1a00a3-c4a6-400d-97dc-9e0e7aad592c,1080,2009,0,"957c8a8f-2759-473b-b179-9bcd5070f749,b6a9e046-dfb6-4945-b067-cdc24a37a8a8","kubernetes,security",
397,Migrate backend service,Migrate backend service. Prove relationship unit just lead success book black. Participant teach big none medical cold brother day. Church factor kid media run between.,2025-04-29,2025-05-01,2025-05-01,2025-05-10,2025-05-01,189,COMPLETED,LOW,100.0,2c489bb9-88cd-4c68-a770-6317625c8076,1eb58de2-dbfb-4000-8700-84b4d741af4e,1014,2049,176,"28852a28-00dc-4e5b-9491-77c135fc8bab,a0896ebf-cf28-4559-9f0c-2ffb4f4db92c,cd8c15a3-62c6-4aef-b1d1-b9040b6be94a","performance,ci/cd","377,29"
398,Migrate security layer,Migrate security layer. Standard but dark wide shoulder according. Game measure be head senior guess professor. Send morning skin case.,2025-04-09,2025-04-10,2025-04-11,2025-04-16,,0,CANCELED,MEDIUM,70.22,ee479d53-a0c9-40e7-ab81-d02599f82a15,a3a4dc47-4500-425b-8bf6-d707a0125284,1041,2045,0,5f36d885-2a5d-40d1-90cb-4762b4e111f6,"ux,docker","123,277"
399,Improve email system,Improve email system. Together weight might radio want kind. Response military attorney. Fire word clearly article service produce.,2025-03-19,2025-03-21,2025-03-19,2025-03-23,2025-03-19,184,COMPLETED,CRITICAL,100.0,fcfc3f0e-19c8-494d-956f-cefe50b185b0,c2ae7731-b151-44c3-a5ac-ae7fec1ed9d3,1079,2047,184,"ea535afc-623d-4655-8567-276e3e3b8bf8,c8b148f0-3caa-4555-9c6b-1b1509412b71","kubernetes,frontend,cloud",
400,Design user service,Design user service. Around place require produce mind fast I. Them return finish general still too particular.,2025-04-09,2025-04-10,2025-04-12,2025-04-16,,190,TODO,CRITICAL,94.87,f709e6b1-7e18-4424-bae3-9820fe649736,f7bfbc84-dd92-45e4-b676-d5a613c80e26,1019,2026,0,c47b9234-0d68-48a6-89f4-f3d1b060015c,"docker,backend,api",142
401,Integrate database model,Integrate database model. Popular thought person peace kind generation speech. Simple thing base Mr hope rest. Minute must degree memory.,2025-02-20,2025-02-22,2025-02-25,2025-03-08,,219,IN_PROGRESS,CRITICAL,43.94,afe5c88f-0220-4fd9-b85e-6682bb0149d7,a2407923-46cf-4d06-82aa-46649cb4d7f2,1074,2043,82,57e1e358-088b-49e0-ae8e-a67ff2a860ad,"docker,security,performance",12
402,Integrate email system,Integrate email system. Serious civil agreement someone or drop. Risk would book art health. Medical buy series walk large occur accept fund.,2025-03-08,2025-03-09,2025-03-13,2025-03-24,,150,ARCHIVED,CRITICAL,56.16,ebdbf586-838e-4745-8f6d-38f8f2feeb3e,10322bcd-c451-4786-9174-eb64b2fdec18,1047,2036,90,"656c43f3-9a36-4e6b-b5b9-dfeef2e16f67,7ca896ba-04e0-40e1-90b6-3ff7387825de",devops,
403,Refactor logging mechanism,Refactor logging mechanism. Research visit program suddenly doctor federal project. Public research mind easy foreign old state. Lawyer chair international include begin interesting. Live land hard moment.,2025-02-28,2025-03-01,2025-03-03,2025-03-08,,172,ARCHIVED,MEDIUM,18.05,3965a700-a037-486d-9430-3ca321b423db,af926cf3-70ea-4905-80bd-93c8792eb923,1030,2014,29,"d6153de6-e366-4c79-afe0-26238422b94b,20cc41fb-363f-4a6f-be7a-c627db6a40b4,cf188fdd-21b6-4d47-ad0d-73a0008f2699",security,
404,Refactor API endpoint,Refactor API endpoint. Single the once PM you ready way. Statement certain camera represent can relate. Brother defense list second want hard weight.,2025-04-04,2025-04-05,2025-04-07,2025-04-14,2025-04-07,263,COMPLETED,HIGH,100.0,8ef15593-f330-45f2-9a25-19b9956b0df7,dbe6d21b-e786-4760-b60f-82f74b96b329,1057,2069,284,"fd918185-69dd-422c-96a7-46ec25f38b6c,6a63b7b6-8580-4c28-a484-c0c548ed1d92",ux,
405,Refactor email system,Refactor email system. Building occur American check. Figure hear family agreement central six. Any thus threat democratic standard major.,2025-04-05,2025-04-07,2025-04-05,2025-04-14,,183,BLOCKED,HIGH,15.45,2ec064c6-e7e3-48c8-9095-9cfc4dc6e0d6,998a0a83-abea-4f79-8c5a-ebd5062db237,1060,2037,35,"e7934169-7c3d-4689-a9f5-41620bce08bc,b64e815a-2f2f-478d-8822-88230c3f73ff,5dd0104b-83d8-417b-9175-9c2e0dfeaaa6","docker,devops,ci/cd",
406,Implement email system,Implement email system. Attack and loss finally laugh full. Little result paper seven measure leave. Project chance road become person perhaps hold.,2025-02-17,2025-02-17,2025-02-20,2025-02-28,,70,CANCELED,CRITICAL,13.8,840a12a8-cedf-4df5-85a4-860acf2d80a0,1c9f4082-2cea-4960-ad4e-7f415d6588fe,1079,2028,0,"4eb8bd3e-67d8-4cc4-ac72-f2a6e6262aeb,099a7bda-74cd-4e5d-8d7c-aba7207eceea","security,frontend",
407,Migrate API endpoint,Migrate API endpoint. Must when three save position tend. Occur someone religious. Population popular be western my serious whatever.,2025-05-04,2025-05-04,2025-05-08,2025-05-21,,183,IN_PROGRESS,CRITICAL,19.38,930fb70c-8725-4058-9728-1cb51ed5b416,b1421ff2-89ce-4854-8fa2-9b7ce81c31f4,1024,2062,32,"ad75aae1-48c3-4834-ba9a-e22a11b055ab,5334c07b-d2a1-42ca-9ed9-2ca2335f3d1f,8012320b-0139-403c-904b-28cd7449531e","ci/cd,kubernetes",
408,Design user service,Design user service. Me affect probably mother while ever day. Know southern parent I and technology age join.,2025-03-28,2025-03-30,2025-03-28,2025-04-10,2025-03-28,202,COMPLETED,HIGH,100.0,a73b512e-d229-43fd-b7d0-4864f5f8c225,ffd28705-9a2c-43d7-947d-67beb54faf6b,1039,2057,191,"eef49b2f-0354-4b4e-98e1-8099623904ea,d01863f5-035e-46e1-9cff-d40b0d7588b7","frontend,cloud,performance",
409,Add user service,Add user service. Fish either boy between collection century eight.,2025-03-18,2025-03-18,2025-03-21,2025-04-05,,134,BLOCKED,MEDIUM,72.13,a44ee23b-dba0-49c6-bd6b-fcc30f5bf58d,86de5f36-6e2e-46e6-9d9a-e13998502673,1026,2038,15,"b3346744-46df-4365-91e5-d40c90b0e6fe,e973af2c-783c-48b9-803c-5e861cfbe3d8,611c1ff0-6bb6-429f-be70-31f209f84b97","ux,security",
410,Implement authentication module,Implement authentication module. Weight question arrive which consider. Fear better central throw.,2025-02-14,2025-02-15,2025-03-05,2025-02-18,,196,BLOCKED,CRITICAL,63.24,020cb347-15d5-4353-ace0-347516e0cb12,a0d147d9-480e-4b29-827a-b993ba56c38b,1037,2070,14,4b0a5f14-89f1-453e-9203-cc67788e1cb6,"backend,api","364,291"
411,Integrate API endpoint,Integrate API endpoint. Appear dream others door. Sell his boy art let imagine machine. Plant trial affect never only big.,2025-03-03,2025-03-06,2025-03-05,2025-03-15,,72,ARCHIVED,LOW,78.33,ce89c4c4-b360-48c6-967c-589b2f1451a3,8495bdab-0295-40b4-9a59-507357864c3e,1083,2085,52,"47a3caf3-3055-4a7f-a05d-9f76e6bbaac9,f2004a5e-c0d1-4524-becc-a317c7d929f0,c54a6ad6-e74d-4dce-ab2c-69d787514723","testing,devops",
412,Fix security layer,Fix security layer. Fight image base player. Situation central music collection early. Which new among spend which per.,2025-04-21,2025-04-24,2025-04-26,2025-05-09,,78,IN_PROGRESS,CRITICAL,48.81,0a3f9fab-7901-4a6b-b6e3-5245b4f1b19f,5f405015-b7b2-4d53-8172-4a6bdceaa834,1033,2080,41,"63868fee-904a-4951-a207-f07dc39b316b,c47a1004-e00f-4259-9178-ef47da84d162","performance,frontend,security",
413,Refactor backend service,Refactor backend service. Art two event. Style herself goal place one.,2025-04-10,2025-04-11,2025-04-14,2025-04-17,2025-04-14,96,COMPLETED,HIGH,100.0,194388d1-81f3-4bf4-913a-b3fc793d2fda,5b3b8231-bed1-4e9a-b470-634f62fb9b14,1020,2006,82,"7832fd88-7396-425d-a06d-f7382bdeffca,f58818d9-6ac3-4a29-a3b9-a1fa5c2965d3,de23b38e-371f-43c0-a127-9eccba1234a6","security,testing",
414,Add logging mechanism,Add logging mechanism. Claim move attorney. House but cause news.,2025-03-27,2025-03-28,2025-03-29,2025-04-01,2025-03-29,178,COMPLETED,LOW,100.0,4e18f1eb-dfba-40dc-b49d-f622cc2608f8,557c799a-e582-477d-944a-49cb4e69289a,1076,2096,209,"39432fda-0ab4-4d7e-961c-8f550141718f,0d1a216c-2f0d-46d8-888e-8d1a930a3fd2,77f662cd-a0f0-4838-b7f1-8762257c7c4b",ux,
415,Add database model,Add database model. Particular whatever five radio garden. Woman remain event production focus. Least outside administration reality position.,2025-03-05,2025-03-05,2025-03-07,2025-03-20,2025-03-07,67,COMPLETED,MEDIUM,100.0,37d32c9c-322c-43d3-b626-b7133a15ddd5,6969a471-a647-4fce-86ea-eb0cc3e3a4c2,1066,2036,67,99e831f2-6d5a-4e37-8bb6-4cb5219e63d9,"performance,testing",
416,Refactor logging mechanism,Refactor logging mechanism. Above act community new recent major hotel. Skin power back all. Public good spend still group concern. By have cover.,2025-02-06,2025-02-06,2025-02-07,2025-02-11,,150,IN_PROGRESS,CRITICAL,82.33,33a67a42-1ee9-44dc-bcc4-bcd6553809e8,8d0c3c9c-b4e8-455b-933a-dd41b80d7f66,1058,2009,130,"83dc5888-d0cf-42b3-ab27-598807b20731,363836a7-38c2-48a8-8908-fa87feb0fa81,1d3c9705-ac4d-4b88-84a6-ca70ce2dd044",devops,
417,Improve user service,Improve user service. Serve quite remember. Bed party field response doctor.,2025-02-06,2025-02-07,2025-02-09,2025-02-17,2025-02-09,173,COMPLETED,HIGH,100.0,47970cfb-a47e-4798-8e28-2dd833068f70,5c640986-b713-4f0f-a2c9-0f3b754c8675,1003,2095,199,"0a97e4bd-f443-4327-ad46-b40fb5dc7c2a,5e2ac047-17d4-4f79-bff1-ce553e8c3a5d",cloud,
418,Update unit tests,Update unit tests. Exactly toward religious. According worker point book everyone. Management necessary process not radio north assume.,2025-03-25,2025-03-25,2025-03-30,2025-04-04,,64,CANCELED,LOW,20.77,4ff95441-7513-4154-9235-ff95d77eeb8b,16b016c1-b93b-4445-ba28-d2c65bbc68ea,1002,2099,0,"4c4194ac-852b-48e5-a902-c28b7449eebd,5f7bcd51-3d1f-48f3-a8a8-8cd0f50a34bc","testing,backend",
419,Migrate backend service,Migrate backend service. Employee now direction mission. Court question yeah realize mouth.,2025-02-18,2025-02-18,2025-02-18,2025-03-05,,105,CANCELED,HIGH,46.44,5908f3cd-edab-4828-8061-3336cc4bfbc8,7e00563c-f0a7-4cbb-9cee-4cde54db2ea6,1085,2001,0,fc7e5156-0698-4211-9b20-51ca28a73ae8,frontend,
420,Refactor database model,Refactor database model. Ability interview pull practice take follow such. Ever quite level guess service this. Another truth mother first hot.,2025-03-02,2025-03-04,2025-03-03,2025-03-15,,87,IN_PROGRESS,HIGH,8.99,7ab6f83e-3789-4b8e-8a74-73d1a597af6e,2320c5f8-72d1-40d6-945b-21eccf56ab7b,1020,2064,8,"f6f541ae-a5d7-4f2d-8e75-c7b643f5908c,5d3a505d-21a5-4dc9-aa6e-5233a9b5ce6a,5d8b508c-464a-4b48-a417-3a77bd04c115","ci/cd,cloud,ux",
421,Migrate API endpoint,Migrate API endpoint. Space wrong difficult ready when true culture. Financial personal benefit lose space or.,2025-03-10,2025-03-13,2025-03-10,2025-03-22,,182,TODO,HIGH,95.46,b1a13320-cc2b-4a98-b54d-fc7a97644c16,dcc51595-c631-47df-a6e6-0f0d661f26d7,1089,2075,0,bc4eb016-b9e4-4428-82b6-02881e785818,performance,"3,372,51"
422,Design UI component,Design UI component. East list when strategy start. Some want simply people shake personal often. Window true help three.,2025-04-07,2025-04-07,2025-04-07,2025-04-12,2025-04-07,136,COMPLETED,CRITICAL,100.0,7091dd43-8701-4517-a18d-9f7bb9d86aa9,5376210e-e0d7-4a2a-9b16-2d77bccb2cf9,1014,2066,136,"e7fd4b94-fd06-4e2c-9008-34458623a793,853d0e50-4742-4d36-b78d-8938cf6a2fd6",performance,
423,Fix security layer,Fix security layer. Artist sort area particularly. Assume quality nice far high benefit.,2025-04-14,2025-04-16,2025-04-19,2025-04-26,,85,ARCHIVED,CRITICAL,48.88,14d6fe94-d5d3-48fe-8743-145aaffacaf3,4c0d67a2-db4a-4f18-af36-7ab7bad0fcab,1028,2070,40,"204453f9-0e81-42a7-ba6a-69776cebee6e,4b848852-fd95-43e1-add3-f042138d442b,cbb6abe6-bd32-4b45-b771-f53f173c08ff","api,testing",
424,Improve user service,Improve user service. Ten skin perhaps law less. They people fund visit situation law. Onto blue activity require or subject.,2025-04-20,2025-04-20,2025-04-20,2025-05-05,,75,BLOCKED,LOW,98.87,9fa02315-7af8-41d5-b36d-763b989c4cc2,ff561421-53cb-4576-83a4-3d729a02e006,1018,2050,7,"b31e58ea-845c-44d7-a35f-8f2a32633693,b541232f-453a-4b6d-ad6d-e390590d915e,a552e785-8bcc-4efd-be0d-567486b9c526","kubernetes,ci/cd","268,338"
425,Improve API endpoint,Improve API endpoint. Pm eight inside right. Control case analysis camera once message. Find those simply challenge final garden.,2025-05-04,2025-05-04,2025-05-09,2025-05-14,,146,TODO,MEDIUM,19.83,0a51716b-f643-47fb-aed1-c0eb9d596668,3b79dded-42cf-41b6-9a51-fbe14489a4f5,1054,2092,0,"28844b23-d881-4b46-b2a2-3265fa1a84ea,59ffe8f0-5c62-4b5c-97e0-d4974f141ac8","api,ci/cd",
426,Integrate backend service,Integrate backend service. Only question arm medical strong teach instead.,2025-03-13,2025-03-16,2025-03-18,2025-03-27,2025-03-18,179,COMPLETED,LOW,100.0,9543d769-6d70-4ef5-96ce-19ed345eb9e2,cb7cbd97-792d-4f7a-81a3-9a437191256b,1015,2032,213,c038572d-cc89-4f1f-9dc7-1c7b30df6023,"performance,cloud",
427,Fix security layer,Fix security layer. Size game property reason word. Realize system not friend federal forget bit then.,2025-02-24,2025-02-26,2025-02-25,2025-02-28,,112,TODO,MEDIUM,67.13,0ef93f64-cc47-4ecd-b996-7e1e93e942b9,2ecf9a44-05b2-4688-8e96-bc00e0ac47db,1038,2079,0,"432cef12-7400-40cf-982f-5ca7dbcf80df,99599410-b3bd-45de-9442-b914f2a1838e","frontend,kubernetes,ux",
428,Integrate email system,Integrate email system. Detail about development discover perhaps dream same.,2025-05-05,2025-05-05,2025-05-08,2025-05-14,2025-05-08,207,COMPLETED,LOW,100.0,f74a1902-565b-4cb2-9128-05b1315f509f,d031f45d-997f-4e24-beb7-f95f5b79cb7f,1055,2015,187,"933402d5-5363-4bd7-b508-f716563ffc9a,f282f2fd-52d6-41a2-8b7c-c1df9f5599be,2d51b05b-bdf5-42c8-a51b-3f959aa70116","performance,security",
429,Fix user service,Fix user service. Day contain wrong guy available air. Central key place tree. Analysis ahead cup company those responsibility.,2025-04-26,2025-04-27,2025-04-29,2025-05-09,,121,TODO,CRITICAL,65.28,c7c65136-d74b-4713-b923-ce0c8aedc35d,944b33da-74fd-4619-a207-2007a909b374,1055,2017,0,"59563cf4-f5a4-406d-ade1-5a0bf7fec82d,541e8ee5-beee-405a-aee6-cc874fc44720,968e3429-2952-45a3-bf6a-8c6c26951672","kubernetes,testing",
430,Integrate logging mechanism,Integrate logging mechanism. Condition again successful treat again. Her skin book very. Lay hard head commercial money.,2025-03-10,2025-03-11,2025-03-10,2025-03-22,,258,CANCELED,LOW,53.4,903670d8-d6a9-41e8-b1ee-ce311cbc5a50,af891931-c5c3-4ecc-beb6-9313afa073e8,1050,2033,0,"74029cf1-d238-4727-851e-97c5fd3a7ad0,fab802c6-4b75-487e-ad45-0ee3591637fb,4585c04b-fc46-43f2-85d2-951687efa01b","ci/cd,testing",
431,Improve authentication module,Improve authentication module. There assume certain under some court. Reason fish involve player TV several. Country movement smile foreign apply somebody their surface. Though decide bank likely professional ask meet seem.,2025-04-24,2025-04-24,2025-04-26,2025-05-11,2025-04-26,80,COMPLETED,HIGH,100.0,d6856081-83e8-4a36-9a13-73d98533f227,cb39c2fe-33d6-4e22-b909-4283bd862159,1048,2012,69,"b355f17f-934f-4438-b647-8c8d7ccc7661,d2848b86-e79b-4e99-b8e2-fb540e65859b,e317fcec-34ce-4d77-9ffb-5c68069e7b1a","security,kubernetes","179,415"
432,Update API endpoint,Update API endpoint. Material less focus hear reason resource. Listen ok point so power debate thus. Tell how fill thousand number very hear.,2025-04-09,2025-04-09,2025-04-09,2025-04-22,,157,IN_PROGRESS,HIGH,30.9,21fe8d33-519a-41c6-9a50-4144ef664867,e416c8dd-107e-4b77-9f00-ce18ee86e9a5,1021,2002,44,"7f70aae1-febc-4b6e-aed3-b1a087e21b4d,5dc0ab8e-c0b9-44f9-8bf7-3738661d8e2a","security,backend,performance",
433,Design unit tests,Design unit tests. Seem far million discover. Let perform international.,2025-03-31,2025-04-03,2025-04-03,2025-04-15,,78,ARCHIVED,HIGH,68.9,db955a0d-d2ab-4db0-b897-2c837e446b99,60dae7cf-5bed-4184-9f17-c3271c09896d,1073,2012,54,"235949c9-38df-4ab4-bb3f-0186e8ad9bda,90d7a0d2-93e9-4ddd-b3a6-ca46dbdd9321","frontend,docker",
434,Improve user service,Improve user service. Happen marriage event agent kid enter. Grow bar successful mention. Skill unit better author.,2025-03-23,2025-03-26,2025-03-26,2025-04-06,,217,CANCELED,LOW,29.65,a2792e9a-0442-4d47-8aa9-4806661de7b6,1abf9dd1-a27b-4f0c-b8b8-bc774a1fd55b,1068,2027,0,da4f3903-6e36-4d1a-8403-44c38d373bae,"api,backend",
435,Implement backend service,Implement backend service. Free push economic seat shoulder. Course page case talk respond. Treatment across federal state situation identify if.,2025-02-09,2025-02-12,2025-02-13,2025-02-22,,84,IN_PROGRESS,CRITICAL,58.59,e930b259-8950-47ca-90cd-4e7bc67c645b,5d263bbf-f99a-42f0-b4d8-30f581d94a5d,1026,2044,46,"2a8e5d6f-c182-44d3-bca7-891a06a05bfa,82619cc5-6feb-4192-bd17-89d84944ae90,60de2668-ff5f-4110-aa29-3f97bd9208e8",docker,
436,Design logging mechanism,Design logging mechanism. Pressure writer week tend dinner rich decide.,2025-04-03,2025-04-06,2025-04-07,2025-04-22,2025-04-07,168,COMPLETED,MEDIUM,100.0,525fdf58-bac3-4b87-8056-941bf583e38f,30f17961-1f34-4628-8f45-947de5fe69ea,1002,2080,147,"cd2a0e14-dcbc-4372-b45e-ae572389c09c,eb728bc6-054c-44a2-8969-33b89e375a9e,d13288df-4889-44a2-93b4-97ec1df4a741","ux,devops,ci/cd",
437,Add logging mechanism,Add logging mechanism. Skill serious reveal left social fine could show. Decide last next hear officer campaign. Matter probably great.,2025-02-28,2025-02-28,2025-03-05,2025-03-19,,173,BLOCKED,MEDIUM,84.42,10944159-f060-4737-ab61-f8dd5266693e,27d205a0-29ac-48ff-9fe3-1e081f6ca06a,1046,2059,32,"7149ce86-65f6-4447-9be4-42a3fa366693,f4c63ab1-3900-46f3-8151-e5eb51f2a185,0c745a90-ed79-4439-9b6d-850aa90615c3",cloud,
438,Design UI component,Design UI component. Rate idea single Mrs for age. Two child well. Nothing sometimes trial off hospital high.,2025-02-27,2025-02-28,2025-03-04,2025-03-19,2025-03-04,169,COMPLETED,CRITICAL,100.0,56966f76-5d1a-461e-aa97-18d20c85f8ba,4a30b031-ca84-4cf5-90d9-4587ffdb2894,1034,2036,193,"23d507fd-c941-4fe2-ae66-8718f72a6281,2134f1d5-7332-4cf0-b693-b5286ceba451,a323f550-dbeb-4b56-aa3c-3958edf2231c","devops,api,ci/cd",
439,Update authentication module,Update authentication module. Hit little forget while police fight commercial. Concern step owner agree current treat history.,2025-03-15,2025-03-18,2025-03-16,2025-03-20,,85,IN_PROGRESS,LOW,78.91,3101fa6c-0f93-4438-82ca-b769c1301805,a12c1812-fc7d-43d8-b312-47dbf47cc313,1025,2020,64,"728dd643-b28c-450b-b2c0-43a055cb6f2c,346a9d27-3fec-45e5-aae8-f8fcb0466d66","devops,backend",
440,Refactor authentication module,Refactor authentication module. Process attorney arm million commercial. Hospital writer can industry sea home.,2025-02-25,2025-02-27,2025-02-27,2025-03-12,,239,ARCHIVED,LOW,77.44,597a86e1-7d1a-43f3-843d-e6e99af8d703,2ceb7060-c1be-448e-b6b8-549f450e5af8,1052,2046,168,"41f81dff-04a1-4808-a05a-81e744248ad6,b60fc6f9-ab6c-461d-9223-e400d72e0226","docker,frontend,testing",
441,Implement backend service,Implement backend service. That finally stand professor. Page voice onto maybe.,2025-05-04,2025-05-06,2025-05-09,2025-05-14,,188,IN_PROGRESS,CRITICAL,92.36,c19573af-ec5e-4004-a4b7-af5b5d75c052,163411d9-6414-4dbb-a36e-94983333c2a4,1011,2030,174,"b3804b44-51aa-4cd2-824d-1a2b9458e2e5,614aa732-86d3-45f6-8166-4f817a6dcf56,6832ef69-5fb3-412a-b7f2-3fb7361adf23","frontend,security,docker",
442,Update UI component,Update UI component. Cut yard knowledge station painting. Moment travel these least office. Explain thing lead red.,2025-04-13,2025-04-13,2025-04-18,2025-04-27,,96,CANCELED,CRITICAL,14.28,66872fe2-5316-4b62-abe1-91ed3178a564,befa23f6-b935-40c4-a929-053b79f6be87,1068,2047,0,"54328732-0e4d-4560-8074-6cb3c6defdd2,5a23711a-1a84-4d77-a6c2-55f18c3f18d7","frontend,security,ux","226,210"
443,Refactor database model,Refactor database model. Party special compare eat tonight run. His probably recognize believe recognize analysis those.,2025-04-16,2025-04-16,2025-04-21,2025-04-27,2025-04-21,235,COMPLETED,LOW,100.0,e73de090-16a7-464b-af1e-da09995838fa,810a9741-239a-41af-838b-36839ae41bc3,1088,2100,255,4b61f576-4699-4203-bb01-288efdcd75b2,"cloud,api,ux",
